1365,154,86
1365,154,86
1360,154,86
1356,154,86
1351,154,86
1346,154,86
1341,154,86
1337,154,86
1332,154,86
1327,154,86
1322,154,86
1318,154,86
1313,154,86
1308,154,86
1303,154,86
1303,153,86
1298,153,86
1294,153,86
1289,153,86
1284,153,86
1279,153,86
1275,153,86
1275,153,86
1270,153,86
1265,153,86
1260,153,86
1256,153,86
1256,153,86
1251,152,86
1246,152,86
1241,152,86
1237,152,86
1237,152,86
1232,152,86
1227,152,86
1222,152,86
1218,152,86
1218,152,86
1213,152,86
1208,152,86
1203,152,86
1203,151,86
1199,151,86
1194,151,86
1194,151,86
1189,151,86
1184,151,86
1180,151,86
1175,151,86
1175,151,86
1170,150,86
1165,150,86
1165,150,86
1160,150,86
1156,150,86
1151,150,86
1146,150,86
1146,150,86
1141,150,86
1137,150,86
1132,149,86
1127,149,86
1127,149,86
1122,149,86
1118,149,86
1113,149,86
1113,149,86
1108,149,86
1103,149,86
1103,148,86
1099,148,86
1094,148,86
1094,148,86
1089,148,86
1084,148,86
1084,148,86
1080,147,86
1075,147,86
1075,147,86
1070,147,86
1065,147,86
1065,147,86
1061,147,86
1056,147,86
1056,146,86
1051,146,86
1046,146,86
1046,146,86
1042,146,86
1037,146,86
1037,146,86
1032,145,86
1027,145,86
1022,145,86
1018,145,86
1018,145,86
1013,145,86
1013,145,86
1008,144,86
1003,144,86
1003,144,86
999,144,86
994,144,86
994,144,86
994,144,86
994,143,86
989,143,86
984,143,86
984,143,86
980,143,86
975,143,86
975,143,86
970,142,86
965,142,86
965,142,86
965,142,86
965,142,86
961,142,86
956,142,86
956,141,86
951,141,86
946,141,86
942,141,86
937,141,86
937,141,86
937,141,86
937,140,86
932,140,86
927,140,86
927,140,86
923,140,86
918,140,86
918,140,86
918,139,86
918,139,86
913,139,86
913,139,86
908,139,86
904,139,86
904,138,86
904,138,86
904,138,86
899,138,86
894,138,86
894,138,86
889,137,86
885,137,86
885,137,86
885,137,86
885,137,86
885,137,86
880,136,86
875,136,86
875,136,86
870,136,86
865,136,86
865,136,86
861,136,86
856,136,86
856,135,86
856,135,86
856,135,86
851,135,86
846,135,86
846,135,86
846,134,86
846,134,86
842,134,86
837,134,86
837,134,86
832,134,86
827,134,86
827,133,86
827,133,86
827,133,86
823,133,86
818,133,86
818,133,86
818,132,86
813,132,86
813,132,86
813,132,86
813,132,86
808,131,86
804,131,86
804,131,86
804,131,86
804,131,86
799,131,86
794,131,86
794,130,86
794,130,86
794,130,86
789,130,86
785,130,86
785,130,86
785,129,86
785,129,86
780,129,86
775,129,86
775,129,86
775,129,86
770,128,86
766,128,86
766,128,86
766,128,86
766,128,86
761,128,86
756,128,86
756,127,86
756,127,86
756,127,86
751,127,86
747,127,86
747,127,86
747,126,86
747,126,86
742,126,86
737,126,86
737,126,86
737,126,86
737,125,86
732,125,86
727,125,86
727,125,86
727,125,86
723,125,86
718,125,86
718,124,86
718,124,86
718,124,86
713,124,86
713,124,86
713,123,86
713,123,86
713,123,86
713,123,86
708,123,86
704,123,86
704,122,86
704,122,86
704,122,86
699,122,86
694,122,86
694,122,86
694,121,86
694,121,86
689,121,86
685,121,86
685,121,86
685,121,86
685,120,86
685,120,86
680,120,86
675,120,86
675,120,86
675,120,86
675,119,86
670,119,86
666,119,86
666,119,86
666,119,86
666,119,86
666,118,86
666,118,86
661,118,86
656,118,86
656,118,86
656,118,86
656,117,86
651,117,86
647,117,86
647,117,86
647,117,86
647,117,86
647,116,86
642,116,86
637,116,86
637,116,86
637,116,86
637,116,86
632,115,86
628,115,86
628,115,86
628,115,86
628,115,86
628,115,86
628,114,86
623,114,86
618,114,86
618,114,86
618,114,86
618,114,86
618,113,86
618,113,86
613,113,86
613,113,86
613,113,86
613,112,86
609,112,86
604,112,86
604,112,86
604,112,86
604,112,86
604,111,86
604,111,86
604,111,86
599,111,86
594,111,86
594,111,86
594,110,86
594,110,86
590,110,86
585,110,86
585,110,86
585,110,86
585,109,86
580,109,86
575,109,86
575,109,86
575,109,86
575,109,86
575,108,86
575,108,86
570,108,86
566,108,86
566,108,86
566,108,86
566,107,86
566,107,86
561,107,86
556,107,86
556,107,86
556,107,86
556,106,86
556,106,86
556,106,86
551,106,86
547,106,86
547,106,86
547,105,86
547,105,86
547,105,86
547,105,86
542,105,86
537,105,86
537,104,86
537,104,86
537,104,86
532,104,86
528,104,86
528,104,86
528,103,86
528,103,86
528,103,86
523,103,86
518,103,86
518,103,86
518,102,86
518,102,86
518,102,86
518,102,86
513,102,86
513,101,86
513,101,86
513,101,86
513,101,86
513,101,86
509,100,86
504,100,86
504,100,86
504,100,86
504,100,86
504,100,86
499,99,86
494,99,86
494,99,86
494,99,86
494,99,86
494,99,86
494,98,86
494,98,86
494,98,86
490,98,86
485,98,86
485,98,86
485,97,86
485,97,86
485,97,86
485,97,86
480,97,86
475,97,86
475,96,86
475,96,86
475,96,86
475,96,86
475,96,86
471,95,86
466,95,86
466,95,86
466,95,86
466,95,86
466,95,86
461,94,86
456,94,86
456,94,86
456,94,86
456,94,86
456,94,86
456,93,86
456,93,86
456,93,86
452,93,86
447,93,86
447,93,86
447,92,86
447,92,86
447,92,86
447,92,86
447,92,86
447,91,86
447,91,86
442,91,86
437,91,86
437,91,86
437,91,86
437,90,86
437,90,86
437,90,86
432,90,86
428,90,86
428,90,86
428,89,86
428,89,86
428,89,86
428,89,86
423,89,86
418,89,86
418,88,86
418,88,86
418,88,86
418,88,86
418,88,86
418,87,86
418,87,86
418,87,86
413,87,86
413,87,86
413,86,86
413,86,86
413,86,86
413,86,86
413,86,86
413,85,86
413,85,86
413,85,86
409,85,86
404,85,86
404,85,86
404,84,86
404,84,86
404,84,86
404,84,86
404,84,86
404,83,86
399,83,86
394,83,86
394,83,86
394,83,86
394,83,86
394,82,86
394,82,86
394,82,86
394,82,86
394,82,86
394,81,86
394,81,86
390,81,86
385,81,86
385,81,86
385,81,86
385,80,86
385,80,86
385,80,86
385,80,86
385,80,86
385,79,86
385,79,86
385,79,86
380,79,86
375,79,86
375,79,86
375,78,86
375,78,86
375,78,86
375,78,86
375,78,86
375,77,86
375,77,86
375,77,86
375,77,86
375,77,86
375,76,86
375,76,86
371,76,86
366,76,86
366,76,86
366,76,86
366,75,86
366,75,86
366,75,86
366,75,86
366,75,86
366,74,86
366,74,86
366,74,86
366,74,86
366,74,86
366,73,86
366,73,86
361,73,86
356,73,86
356,73,86
356,73,86
356,72,86
356,72,86
356,72,86
356,72,86
356,72,86
356,71,86
356,71,86
356,71,86
356,71,86
361,71,86
366,71,86
371,71,86
375,71,86
380,71,86
385,71,86
380,70,86
375,70,86
371,70,86
366,70,86
361,70,86
356,70,86
356,70,86
356,70,86
356,70,86
361,70,86
366,70,86
371,70,86
375,70,86
380,70,86
385,70,86
385,69,86
380,69,86
375,69,86
371,69,86
366,69,86
361,69,86
356,69,86
352,69,86
347,69,86
347,69,86
347,69,86
347,69,86
352,69,86
356,68,86
356,68,86
352,68,86
347,68,86
347,68,86
347,68,86
347,67,86
347,67,86
347,67,86
347,67,86
347,67,86
347,66,86
347,66,86
347,66,86
347,66,86
347,66,86
342,65,86
337,65,86
337,65,86
337,65,86
337,65,86
337,65,86
337,64,86
337,64,86
337,64,86
337,64,86
337,64,86
337,63,86
337,63,86
337,63,86
337,63,86
337,63,86
337,62,86
337,62,86
333,62,86
333,62,86
328,62,86
328,61,86
328,61,86
328,61,86
328,61,86
328,61,86
328,60,86
328,60,86
328,60,86
328,60,86
328,60,86
328,59,86
328,59,86
328,59,86
328,59,86
328,59,86
328,58,86
328,58,86
328,58,86
328,58,86
328,58,86
328,57,86
328,57,86
328,57,86
328,57,86
328,57,86
328,56,86
328,56,86
328,56,86
328,56,86
328,56,86
328,55,86
328,55,86
328,55,86
328,55,86
328,55,86
328,54,86
328,54,86
328,54,86
328,54,86
328,54,86
328,53,86
328,53,86
328,53,86
328,53,86
328,53,86
328,52,86
328,52,86
328,52,86
328,52,86
328,52,86
328,51,86
328,51,86
328,51,86
328,51,86
328,51,86
328,50,86
328,50,86
328,50,86
328,50,86
323,50,86
318,50,86
318,49,86
318,49,86
318,49,86
318,49,86
318,49,86
318,48,86
318,48,86
318,48,86
318,48,86
318,48,86
318,47,86
318,47,86
318,47,86
318,47,86
318,47,86
318,46,86
318,46,86
318,46,86
318,46,86
318,46,86
318,45,86
318,45,86
318,45,86
318,45,86
318,45,86
318,44,86
318,44,86
318,44,86
318,44,86
318,44,86
318,43,86
318,43,86
318,43,86
318,43,86
318,43,86
318,42,86
318,42,86
318,42,86
318,42,86
318,42,86
318,41,86
318,41,86
318,41,86
318,41,86
318,41,86
318,40,86
318,40,86
318,40,86
318,40,86
318,40,86
318,39,86
318,39,86
318,39,86
318,39,86
318,39,86
318,38,86
318,38,86
318,38,86
318,38,86
318,38,86
318,37,86
323,37,86
328,37,86
328,37,86
328,37,86
328,37,86
328,36,86
328,36,86
328,36,86
328,36,86
328,36,86
328,35,86
328,35,86
328,35,86
328,35,86
328,35,86
328,34,86
328,34,86
333,34,86
337,34,86
337,34,86
337,34,86
337,33,86
337,33,86
337,33,86
337,33,86
342,33,86
347,33,86
347,32,86
347,32,86
347,32,86
347,32,86
347,32,86
347,31,86
347,31,86
352,31,86
356,31,86
356,31,86
356,31,86
356,30,86
361,30,86
366,30,86
366,30,86
366,30,86
366,30,86
371,30,86
375,29,86
375,29,86
375,29,86
380,29,86
385,29,86
385,29,86
385,28,86
385,28,86
390,28,86
394,28,86
394,28,86
399,28,86
404,28,86
404,27,86
404,27,86
404,27,86
409,27,86
413,27,86
413,27,86
418,26,86
418,26,86
423,26,86
428,26,86
428,26,86
432,26,86
437,26,86
437,25,86
442,25,86
447,25,86
447,25,86
452,25,86
456,25,86
461,25,86
466,25,86
466,24,86
471,24,86
475,24,86
475,24,86
480,24,86
485,24,86
490,24,86
494,24,86
494,24,86
499,24,86
504,23,86
504,23,86
509,23,86
513,23,86
513,23,86
518,23,86
523,23,86
528,23,86
532,23,86
537,23,86
537,22,86
537,22,86
537,22,86
542,22,86
547,22,86
551,22,86
556,22,86
556,22,86
561,22,86
566,22,86
570,22,86
575,21,86
575,21,86
580,21,86
585,21,86
585,21,86
590,21,86
594,21,86
599,21,86
604,21,86
609,21,86
613,21,86
618,20,86
618,20,86
623,20,86
628,20,86
632,20,86
637,20,86
637,20,86
642,20,86
647,20,86
651,20,86
656,20,86
656,19,86
661,19,86
666,19,86
670,19,86
675,19,86
675,19,86
680,19,86
685,19,86
689,19,86
694,19,86
694,19,86
699,19,86
704,19,86
708,19,86
713,19,86
718,18,86
718,18,86
723,18,86
727,18,86
732,18,86
737,18,86
737,18,86
742,18,86
747,18,86
751,18,86
756,18,86
761,18,86
766,18,86
766,17,86
770,17,86
775,17,86
780,17,86
785,17,86
789,17,86
794,17,86
794,17,86
799,17,86
804,17,86
808,17,86
813,17,86
818,17,86
818,17,86
823,17,86
827,17,86
832,17,86
837,17,86
842,17,86
846,17,86
851,17,86
856,16,86
861,16,86
865,16,86
870,16,86
875,16,86
880,16,86
885,16,86
889,16,86
894,16,86
894,16,86
899,16,86
904,16,86
908,16,86
913,16,86
918,16,86
923,16,86
927,16,86
932,16,86
937,16,86
937,16,86
942,16,86
946,16,86
951,16,86
956,16,86
961,16,86
965,16,86
970,16,86
975,15,86
975,15,86
980,15,86
984,15,86
989,15,86
994,15,86
999,15,86
1003,15,86
1008,15,86
1013,15,86
1018,15,86
1022,15,86
1027,15,86
1027,15,86
1032,15,86
1037,15,86
1042,15,86
1046,15,86
1051,15,86
1056,15,86
1061,15,86
1065,15,86
1070,15,86
1075,15,86
1080,15,86
1084,15,86
1084,14,86
1089,14,86
1094,14,86
1099,14,86
1103,14,86
1108,14,86
1113,14,86
1118,14,86
1122,14,86
1127,14,86
1132,14,86
1137,14,86
1141,14,86
1146,14,86
1151,14,86
1156,14,86
1156,14,86
1160,14,86
1165,14,86
1170,14,86
1175,14,86
1180,14,86
1184,14,86
1189,14,86
1194,14,86
1199,14,86
1203,14,86
1208,14,86
1213,14,86
1218,14,86
1222,14,86
1227,14,86
1232,14,86
1237,14,86
1237,14,86
1241,14,86
1246,14,86
1251,14,86
1256,14,86
1260,14,86
1265,14,86
1270,14,86
1275,14,86
1279,14,86
1284,14,86
1289,14,86
1294,14,86
1298,14,86
1303,14,86
1308,14,86
1313,14,86
1318,14,86
1322,14,86
1327,14,86
1332,14,86
1337,13,86
1337,13,86
1341,13,86
1346,13,86
1351,13,86
1356,13,86
1360,13,86
1365,13,86
1370,13,86
